Groton-Dunstable - Groton Dunstable Regional,124,71,0,2,  44.0
Groton-Dunstable - Groton Dunstable Regional,174,18,0,5,  54.5
Groton-Dunstable - Groton Dunstable Regional,106,83,3,2,N/A
Hamilton-Wenham - Hamilton-Wenham Regional High,108,37,0,0,  50.0
Hamilton-Wenham - Hamilton-Wenham Regional High,103,33,10,0,  52.0
Hamilton-Wenham - Hamilton-Wenham Regional High,75,54,12,0,N/A
Hampden-Wilbraham - Minnechaug Regional High,147,138,9,2,  53.0
Hampden-Wilbraham - Minnechaug Regional High,158,92,41,5,  57.0
Hampden-Wilbraham - Minnechaug Regional High,52,162,71,3,N/A
Hanover - Hanover High,109,105,4,0,  36.0
Hanover - Hanover High,98,80,29,9,  25.0
Hanover - Hanover High,78,109,22,1,N/A
Haverhill - Haverhill High,131,203,36,20,  44.5
Haverhill - Haverhill High,141,123,76,44,  34.0
Haverhill - Haverhill High,106,127,89,25,N/A
Hingham - Hingham High,210,67,1,2,  60.0
Hingham - Hingham High,224,44,8,5,  71.5
Hingham - Hingham High,201,62,8,3,N/A
Holliston - Holliston High,130,51,1,1,  39.0
Holliston - Holliston High,154,24,2,2,  63.0
Holliston - Holliston High,111,62,8,1,N/A
Holyoke - Holyoke High,57,146,23,17,  44.0
Holyoke - Holyoke High,63,80,61,46,  27.5
Holyoke - Holyoke High,25,90,74,35,N/A
Holyoke - Wm J Dean Vocational Technical High,0,24,24,14,  25.0
Holyoke - Wm J Dean Vocational Technical High,0,7,24,31,  22.0
Holyoke - Wm J Dean Vocational Technical High,0,6,32,14,N/A
Hopkinton - Hopkinton High,200,52,3,2,  56.5
Hopkinton - Hopkinton High,212,33,9,2,  76.0
Hopkinton - Hopkinton High,180,58,5,3,N/A
Hull - Hull High,32,40,4,0,  45.0
Hull - Hull High,42,18,11,4,  42.0
Hull - Hull High,24,40,8,1,N/A
Ipswich - Ipswich High,74,44,1,2,  59.0
Ipswich - Ipswich High,75,31,12,3,  44.0
Ipswich - Ipswich High,47,56,13,1,N/A
King Philip - King Philip Regional High,191,113,5,1,  47.0
King Philip - King Philip Regional High,209,73,22,5,  45.0
King Philip - King Philip Regional High,156,121,16,2,N/A
Lawrence - Lawrence High School,204,315,105,50,  59.0
Lawrence - Lawrence High School,193,188,159,133,  36.5
Lawrence - Lawrence High School,37,252,257,59,N/A
Lawrence - Phoenix Academy Lawrence,4,14,4,0, 
Lawrence - Phoenix Academy Lawrence,4,8,5,4, 
Lawrence - Phoenix Academy Lawrence,4,8,5,4, 
Leicester - Leicester High,39,55,7,1,  40.0
Leicester - Leicester High,39,37,21,4,  37.0
Leicester - Leicester High,39,43,13,2,N/A
Leominster - Center For Technical Education Innovation,32,84,14,5,  27.0
Leominster - Center For Technical Education Innovation,62,43,20,8,  36.0
Leominster - Leominster Center for Excellence,2,7,2,1, 
Leominster - Leominster Center for Excellence,0,5,2,4, 
Leominster - Leominster High School,98,154,24,4,  31.0
Leominster - Leominster High School,150,73,48,11,  40.0
Leominster - Leominster High School,82,83,28,1,N/A
Lexington - Lexington High,432,96,1,4,  50.0
Lexington - Lexington High,492,31,9,3,  71.0
Lexington - Lexington High,394,93,15,4,N/A
Lincoln-Sudbury - Lincoln-Sudbury Regional High,273,103,4,5,  41.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,317,54,9,6,  56.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,196,139,27,6,N/A
Littleton - Littleton High School,73,37,1,0,  63.0
Littleton - Littleton High School,82,24,4,0,  72.0
Littleton - Littleton High School,64,32,12,0,N/A
Longmeadow - Longmeadow High,173,61,0,1,  55.5
Longmeadow - Longmeadow High,178,46,9,3,  56.0
Longmeadow - Longmeadow High,141,84,4,0,N/A
Lowell - Lowell High,252,327,54,48,  50.0
Lowell - Lowell High,301,163,124,94,  43.0
Lowell - Lowell High,155,242,155,60,N/A
Lowell - The Career Academy,0,5,8,1, 
Lowell - The Career Academy,0,0,7,5, 
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,0,10,0,0, 
Ludlow - Ludlow Senior High,102,103,9,1,  51.0
Ludlow - Ludlow Senior High,113,72,19,13,  61.0
Ludlow - Ludlow Senior High,49,103,52,4,N/A
Lunenburg - Lunenburg High,67,37,5,3,  43.0
Lunenburg - Lunenburg High,74,27,5,6,  48.5
Lunenburg - Lunenburg High,55,36,13,4,N/A
Lynn - Classical High,107,197,42,33,  54.0
Lynn - Classical High,132,110,79,54,  50.0
Lynn - Classical High,32,155,128,29,N/A
Lynn - Lynn English High,102,140,51,18,  58.0
Lynn - Lynn English High,101,81,66,60,  43.5
Lynn - Lynn English High,37,123,109,17,N/A
Lynn - Lynn Vocational Technical Institute,41,126,34,14,  55.5
Lynn - Lynn Vocational Technical Institute,38,68,63,46,  46.0
Lynn - Lynn Vocational Technical Institute,16,76,91,8,N/A
Lynnfield - Lynnfield High,127,37,2,1,  66.5
Lynnfield - Lynnfield High,132,28,3,3,  74.0
Lynnfield - Lynnfield High,77,78,7,1,N/A
Malden - Malden High,146,202,28,16,  49.0
Malden - Malden High,201,98,71,22,  48.5
Malden - Malden High,87,160,101,17,N/A
Manchester Essex Regional - Manchester Essex Regional High School,79,21,0,0,  48.0
Manchester Essex Regional - Manchester Essex Regional High School,83,16,2,0,  64.5
Manchester Essex Regional - Manchester Essex Regional High School,53,42,2,0,N/A
Mansfield - Mansfield High,235,84,3,4,  61.0
Mansfield - Mansfield High,270,38,12,5,  75.0
Mansfield - Mansfield High,127,160,30,0,N/A
Marblehead - Marblehead High,155,95,4,1,  36.5
Marblehead - Marblehead High,171,51,20,9,  37.0
Marblehead - Marblehead High,141,84,15,1,N/A
Marlborough - Marlborough High,108,108,25,8,  49.5
Marlborough - Marlborough High,111,60,39,40,  34.0
Marlborough - Marlborough High,63,96,51,10,N/A
Marshfield - Marshfield High,219,115,7,1,  48.0
Marshfield - Marshfield High,225,89,21,4,  53.0
Marshfield - Marshfield High,114,170,43,5,N/A
Martha's Vineyard - Martha\'s Vineyard Regional High,85,53,6,7,  50.0
Martha's Vineyard - Martha\'s Vineyard Regional High,83,44,17,9,  41.0
Martha's Vineyard - Martha\'s Vineyard Regional High,53,61,16,7,N/A
Masconomet - Masconomet Regional High School,193,78,1,0,  57.0
Masconomet - Masconomet Regional High School,218,43,9,2,  66.0
Masconomet - Masconomet Regional High School,131,117,20,1,N/A
Mashpee - Mashpee High,43,54,3,0,  41.0
Mashpee - Mashpee High,50,39,11,1,  41.0
Mashpee - Mashpee High,27,53,15,2,N/A
Medfield - Medfield Senior High,139,51,0,3,  44.5
Medfield - Medfield Senior High,157,29,4,5,  73.0
Medfield - Medfield Senior High,121,56,10,2,N/A
Medford - Medford High,147,77,12,6,  75.0
Medford - Medford High,139,60,29,14,  63.0
Medford - Medford High,62,107,50,14,N/A
Medford - Medford Vocational Technical High,15,63,10,0,  57.0
Medford - Medford Vocational Technical High,19,38,23,8,  56.0
Medford - Medford Vocational Technical High,0,29,38,4,N/A
Medway - Medway High,134,40,2,0,  62.0
Medway - Medway High,135,28,9,3,  39.0
Medway - Medway High,55,90,24,1,N/A
Melrose - Melrose High,146,95,3,0,  43.0
Melrose - Melrose High,145,66,27,8,  37.0
Melrose - Melrose High,102,100,31,2,N/A
Mendon-Upton - Nipmuc Regional High,101,54,2,1,  64.0
Mendon-Upton - Nipmuc Regional High,100,46,10,2,  62.5
Mendon-Upton - Nipmuc Regional High,71,71,7,1,N/A
Methuen - Methuen High,181,233,42,9,  52.0
Methuen - Methuen High,183,155,96,34,  47.5
Methuen - Methuen High,104,209,108,18,N/A
Middleborough - Middleborough High,77,78,4,4,  49.5
Middleborough - Middleborough High,82,41,28,10,  57.0
Middleborough - Middleborough High,41,75,32,4,N/A
Milford - Milford High,118,118,17,1,  52.5
Milford - Milford High,117,77,48,12,  32.0
Milford - Milford High,72,107,50,6,N/A
Millis - Millis High School,59,30,1,0,  71.0
Millis - Millis High School,58,26,6,0,  56.0
Millis - Millis High School,28,47,11,0,N/A
Milton - Milton High,135,93,3,3,  42.0
Milton - Milton High,166,51,12,5,  43.5
Milton - Milton High,137,76,13,2,N/A
Minuteman Regional Vocational Technical - Minuteman Regional High,53,74,1,1,  65.0
Minuteman Regional Vocational Technical - Minuteman Regional High,59,44,26,3,  63.0
Minuteman Regional Vocational Technical - Minuteman Regional High,32,59,23,1,N/A
Monson - Monson High School,36,31,3,0,  56.0
Monson - Monson High School,33,28,9,0,  42.0
Monson - Monson High School,18,38,10,0,N/A
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,101,232,17,1,  30.0
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,140,142,58,10,  46.0
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,75,186,68,8,N/A
Nantucket - Nantucket High,58,59,8,4,  70.0
Nantucket - Nantucket High,55,33,31,12,  48.0
Nantucket - Nantucket High,40,53,24,6,N/A
Narragansett - Narragansett Regional High,37,47,2,1,  63.0
Narragansett - Narragansett Regional High,46,30,7,4,  54.0
Narragansett - Narragansett Regional High,26,37,19,2,N/A
Nashoba - Nashoba Regional,186,52,4,2,  67.5
Nashoba - Nashoba Regional,195,36,6,7,  60.0
Nashoba - Nashoba Regional,140,77,12,5,N/A
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,48,118,9,2,  35.5
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,79,66,24,9,  54.0
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,45,89,29,4,N/A
Natick - Natick High,213,134,9,4,  35.0
