Southeastern Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,
South Shore Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,
Southern Worcester County Regional Vocational Technical,0.0,0.0,1.9,0.0,0.0,0.0,1.0,,
Tri County Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,
Upper Cape Cod Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
Whittier Regional Vocational Technical,0.0,0.0,0.5,0.0,0.0,0.0,0.2,,
Bristol County Agricultural,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,
Essex Agricultural Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Norfolk County Agricultural,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Paulo Freire Social Justice Charter School (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
City on a Hill Charter Public School Dudley Square (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pioneer Charter School of Science II (PCSS-II) (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,
